,1,building_id,name,building_type_id,year_built,base_area,stories,un_residential_floor,building_sqft,non_residential_sqft,p_ruzhulv,job_type_name,parcel_id2,geometry,kindergarten_weight,primary_weight,middle_weight,high_weight,school_cap_round
10,2760.0,2813.0,新民社区双语幼儿园,5.0,2014.0,169.0,2.0,0.0,338.0,338,0.6,service,6,"POLYGON Z ((114.1767246486374 30.515908827078512 0, 114.17657440969495 30.515908555483232 0, 114.1765745364993 30.516014596344302 0, 114.17672467741562 30.5160148670403 0, 114.1767246486374 30.515908827078512 0))",1.0,0.0,0.0,0.0,28.0
11,2761.0,2814.0,新民社区双语幼儿园,5.0,2014.0,212.0,2.0,0.0,425.0,425,0.6,service,6,"POLYGON Z ((114.17654319069078 30.515899960249108 0, 114.17635469099127 30.515899595124377 0, 114.17635464242791 30.516005635985536 0, 114.17654305399381 30.516005906681446 0, 114.17654319069078 30.515899960249108 0))",1.0,0.0,0.0,0.0,35.0
12,2762.0,2815.0,新民社区双语幼儿园,5.0,2014.0,214.0,2.0,0.0,429.0,429,0.6,service,6,"POLYGON Z ((114.17651783936094 30.5157133603311 0, 114.1763294367882 30.515713137299286 0, 114.1763294367882 30.51582022766919 0, 114.17651793648768 30.51582037335932 0, 114.17651783936094 30.5157133603311 0))",1.0,0.0,0.0,0.0,36.0
13,2921.0,2994.0,新民社区双语幼儿园,8.0,2014.0,132.0,2.0,0.0,265.0,265,0.6,retail,6,"POLYGON Z ((114.17691322657777 30.515886581727706 0, 114.17680105503842 30.515886311031796 0, 114.17680105503842 30.51599746543801 0, 114.17691322657777 30.515997737033288 0, 114.17691322657777 30.515886581727706 0))",1.0,0.0,0.0,0.0,22.0
14,3019.0,3009.0,新新宝贝幼儿园,5.0,0.0,831.0,18.0,0.0,14965.0,14965,0.8,service,13,"POLYGON Z ((114.19093179810547 30.51131600660092 0, 114.19138619436076 30.51103033954842 0, 114.19149640327787 30.5109610540819 0, 114.19148109131692 30.510942479566552 0, 114.19143218898584 30.510883157504267 0, 114.19135087858166 30.51093788934466 0, 114.1913139218415 30.510886949945295 0, 114.19119565469715 30.51096559116159 0, 114.19123262312858 30.51102557414346 0, 114.19107715103117 30.511122387960334 0, 114.19103411127665 30.51105718801134 0, 114.19091585582358 30.51114115861008 0, 114.19096900845449 30.511210011605296 0, 114.19088880961243 30.51125611085336 0, 114.19093179810547 30.51131600660092 0))",1.0,0.0,0.0,0.0,1247.0
15,3029.0,3030.0,新新宝贝幼儿园,5.0,0.0,779.0,18.0,0.0,14026.0,14026,0.8,service,13,"POLYGON Z ((114.19199379547224 30.511303325415916 0, 114.19164396908891 30.510872603215876 0, 114.19163373740675 30.510879430094672 0, 114.1915257010453 30.51095151512817 0, 114.19153884045059 30.51096729007654 0, 114.1918375400654 30.51132590379517 0, 114.1918755391198 30.511299068924757 0, 114.1919236393595 30.511349025364986 0, 114.19199379547224 30.511303325415916 0))",1.0,0.0,0.0,0.0,1169.0
16,3558.0,3625.0,小天使幼儿园,5.0,2015.0,267.0,3.0,0.0,802.0,802,0.6,service,281,"POLYGON Z ((114.14094561883464 30.490819602667344 0, 114.1409249188347 30.490884012667337 0, 114.14094824583471 30.49088971966735 0, 114.1409405918347 30.49091352666734 0, 114.14102368883472 30.490929681667367 0, 114.14099313183466 30.491018115667387 0, 114.14098427183468 30.49102472966736 0, 114.14103868983467 30.49107021866736 0, 114.14106178183467 30.491056392667375 0, 114.1411254838347 30.490863812667342 0, 114.14094561883464 30.490819602667344 0))",1.0,0.0,0.0,0.0,67.0
17,4355.0,4306.0,武汉经济开发区红江幼儿园,5.0,2019.0,1210.0,2.0,0.0,2420.0,2420,0.5,service,543,"POLYGON Z ((114.19075291058485 30.460708895469764 0, 114.1906179656784 30.46045488152824 0, 114.19026869650881 30.460494571206628 0, 114.19029251031583 30.46078033689081 0, 114.19075291058485 30.460708895469764 0))",1.0,0.0,0.0,0.0,202.0
18,4538.0,5250.0,幼儿园,5.0,0.0,2905.0,3.0,0.0,8717.0,8717,0.8,service,25,"POLYGON Z ((114.16456327588007 30.496511829039566 0, 114.16512071791826 30.49634407090291 0, 114.16499041061647 30.49589284546005 0, 114.16441233486358 30.496092186158645 0, 114.16456327588007 30.496511829039566 0))",1.0,0.0,0.0,0.0,726.0
19,4572.0,4693.0,新都国际幼儿园,5.0,2012.0,485.0,2.0,0.0,971.0,971,0.6,service,378,"POLYGON Z ((114.14983097871585 30.488565124304408 0, 114.14977710065837 30.488551367914436 0, 114.14973402894881 30.488556831078004 0, 114.14968601105744 30.488580100261135 0, 114.14966983794886 30.488622288056 0, 114.14966974081796 30.488668431833542 0, 114.14966971120606 30.488682499496896 0, 114.14968569845065 30.48872860971758 0, 114.14972254419324 30.488770521218704 0, 114.1497925691916 30.488793252601297 0, 114.14984637674078 30.488787728445356 0, 114.1498996238519 30.488746261006302 0, 114.14991055368672 30.488709369662438 0, 114.14991059092034 30.48867210268625 0, 114.14991063114213 30.488652994606774 0, 114.14987264283376 30.48860695907618 0, 114.14983097871585 30.488565124304408 0))",1.0,0.0,0.0,0.0,81.0
20,5128.0,5075.0,沌口馨苑B区幼儿园,2.0,2011.0,955.0,3.0,0.0,2867.0,0,0.6,retail,352,"POLYGON Z ((114.17630672058611 30.463241404439934 0, 114.1767640063983 30.463165190137904 0, 114.1767601956832 30.46296322223752 0, 114.1762800455804 30.46306611154526 0, 114.17630672058611 30.463241404439934 0))",1.0,0.0,0.0,0.0,0.0
21,5134.0,5082.0,住宅加幼儿园,2.0,0.0,543.0,16.0,2.0,8693.0,1086,0.8,retail,412,"POLYGON Z ((114.18002683685366 30.464647274572577 0, 114.18033577132226 30.46455436195044 0, 114.18026608685567 30.464396410492807 0, 114.17996876646482 30.464512551270477 0, 114.18002683685366 30.464647274572577 0))",1.0,0.0,0.0,0.0,90.0
22,5191.0,5131.0,国际幼儿园,5.0,0.0,1392.0,3.0,0.0,4176.0,4176,0.8,0,349,"POLYGON Z ((114.16657060500006 30.467766968000035 0, 114.16657331200008 30.467766062000067 0, 114.1665767500001 30.46776460400008 0, 114.16657949800003 30.46776319500009 0, 114.16658173400003 30.467761728000085 0, 114.16658364600005 30.46776036700004 0, 114.16658568300011 30.467758512000046 0, 114.16658807500005 30.46775617500009 0, 114.1665897360001 30.46775394000008 0, 114.16659133300004 30.467751534000058 0, 114.16659285700007 30.46774868700004 0, 114.16659394200008 30.467745837000052 0, 114.1665947030001 30.467742831000066 0, 114.16659515000003 30.467739590000065 0, 114.1665952730001 30.467735950000076 0, 114.166579286 30.467652650000048 0, 114.16657710200002 30.467641282000045 0, 114.16657621200011 30.467638741000087 0, 114.16657461 30.467635494000035 0, 114.16657269400002 30.46763251400006 0, 114.16656991100001 30.467629033000037 0, 114.16656760900003 30.46762693100004 0, 114.16656493100004 30.46762476400005 0, 114.16656135400001 30.467622491000043 0, 114.16655829000001 30.467620878000048 0, 114.16655465100007 30.46761942200004 0, 114.16655120000007 30.467618516000073 0, 114.1665478750001 30.467617836000045 0, 114.16654423700004 30.467617423000036 0, 114.16654128900007 30.467617374000042 0, 114.16652732900002 30.46754590800009 0, 114.16655796700002 30.46754184400004 0, 114.16654558100004 30.467478182000036 0, 114.16648628200005 30.46748606300008 0, 114.16647666600011 30.467435427000055 0, 114.16646738400004 30.467436690000056 0, 114.16646519000005 30.46742514200008 0, 114.16623319900009 30.467456716000072 0, 114.16623539300008 30.467468264000047 0, 114.16622612100002 30.46746952700005 0, 114.16623371000003 30.467509507000045 0, 114.16619968600003 30.46751413900006 0, 114.16621533200009 30.46758849400004 0, 114.16620623300003 30.46761092400004 0, 114.16609901200002 30.467578011000057 0, 114.16608887100006 30.467603715000052 0, 114.16605760300001 30.467683013000055 0, 114.16652250000004 30.46782573200005 0, 114.16653313577477 30.46779953075765 0, 114.16657060500006 30.467766968000035 0))",1.0,0.0,0.0,0.0,348.0
23,5262.0,5214.0,红升幼儿园,5.0,0.0,2358.0,1.0,0.0,2358.0,2358,0.8,service,20,"POLYGON Z ((114.1717760728417 30.501049760980525 0, 114.17232473864414 30.500909500549827 0, 114.17217622759988 30.500521721712012 0, 114.17166056425171 30.50067848336985 0, 114.1717760728417 30.501049760980525 0))",1.0,0.0,0.0,0.0,196.0
24,5320.0,5309.0,沌口幼儿园,5.0,1982.0,1680.0,3.0,0.0,5042.0,5042,0.8,service,344,"POLYGON Z ((114.17810554300002 30.466701346000036 0, 114.17795019000005 30.46674611600008 0, 114.17795657900001 30.46676212500006 0, 114.17797400900008 30.46680579000008 0, 114.1779838860001 30.466830507000054 0, 114.17790609500003 30.466852922000044 0, 114.17789622800001 30.46682820500007 0, 114.17787877700005 30.46678449600006 0, 114.17787280700009 30.466769532000058 0, 114.17771655500007 30.466814556000088 0, 114.17772252500004 30.466829519000044 0, 114.177776752 30.46696537200006 0, 114.1778090580001 30.466956063000055 0, 114.17781699800003 30.46697606500004 0, 114.177808992 30.466978406000067 0, 114.17780339400008 30.466985160000036 0, 114.17780193700003 30.466993158000037 0, 114.17780362400003 30.466998536000062 0, 114.17780910700003 30.46700426500007 0, 114.17781529800004 30.467007322000086 0, 114.17782254400004 30.467008615000054 0, 114.17782923300001 30.467006893000075 0, 114.17784106900001 30.467036720000067 0, 114.177888112 30.467023356000084 0, 114.177930661 30.467011272000036 0, 114.17797092300009 30.467109211000036 0, 114.17796715000009 30.46711028900006 0, 114.17795082800001 30.46711896000005 0, 114.1779393160001 30.467129491000037 0, 114.17793503500002 30.467136938000067 0, 114.17793439800005 30.467138039000076 0, 114.17792876300007 30.467150437000043 0, 114.17792617400005 30.467167927000048 0, 114.17792846400005 30.46718192900005 0, 114.17793285300002 30.467193879000035 0, 114.17794311800003 30.467205620000072 0, 114.17795959300008 30.467217748000053 0, 114.1779764800001 30.46722364100009 0, 114.17799513200009 30.46722599700007 0, 114.17801277700005 30.467224472000055 0, 114.17803011600006 30.467219080000064 0, 114.17804436800009 30.46721007900004 0, 114.17805239100005 30.46720217400008 0, 114.1780590620001 30.467190978000076 0, 114.17806400800009 30.467179159000068 0, 114.17806583900006 30.467167893000067 0, 114.17806454600009 30.467158365000046 0, 114.17806176700003 30.467147029000046 0, 114.17811975200004 30.467129997000086 0, 114.17812667600003 30.46714735800009 0, 114.17814621100001 30.467196314000034 0, 114.1782880290001 30.46715544500006 0, 114.17810554300002 30.466701346000036 0))",1.0,0.0,0.0,0.0,420.0
25,0.0,0.0,万家湖幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,3600,0.0,0,345,0,1.0,0.0,0.0,0.0,300.0
26,0.0,0.0,枫桦实验幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,1800,0.0,0,345,0,1.0,0.0,0.0,0.0,150.0
27,0.0,0.0,沌口绚丽七色光幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,1500,0.0,0,353,0,1.0,0.0,0.0,0.0,125.0
28,0.0,0.0,君融国际幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,1528,0.0,0,349,0,1.0,0.0,0.0,0.0,127.0
29,0.0,0.0,神龙幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,3552,0.0,0,25,0,1.0,0.0,0.0,0.0,296.0
30,0.0,0.0,星兴艺术幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,1020,0.0,0,275,0,1.0,0.0,0.0,0.0,85.0
31,0.0,0.0,阳光幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,4200,0.0,0,278,0,1.0,0.0,0.0,0.0,350.0
32,0.0,0.0,小太阳幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,3000,0.0,0,286,0,1.0,0.0,0.0,0.0,250.0
33,0.0,0.0,武汉市蔡甸区贝贝幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,3600,0.0,0,280,0,1.0,0.0,0.0,0.0,300.0
34,0.0,0.0,童心语幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,1260,0.0,0,281,0,1.0,0.0,0.0,0.0,105.0
35,0.0,0.0,东风阳光城紫竹苑幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,2880,0.0,0,293,0,1.0,0.0,0.0,0.0,240.0
36,0.0,0.0,瑞吉欧广博幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,3500,0.0,0,204,0,1.0,0.0,0.0,0.0,292.0
37,0.0,0.0,阳光花夏威夷国际幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,4000,0.0,0,327,0,1.0,0.0,0.0,0.0,333.0
38,0.0,0.0,博学幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,4320,0.0,0,194,0,1.0,0.0,0.0,0.0,360.0
39,0.0,0.0,爱立方幼儿园金色港湾分园,0.0,0.0,0.0,0.0,0.0,0.0,1400,0.0,0,202,0,1.0,0.0,0.0,0.0,117.0
40,0.0,0.0,港丽幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,2600,0.0,0,1,0,1.0,0.0,0.0,0.0,217.0
41,0.0,0.0,阳光花康悦幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,4100,0.0,0,14,0,1.0,0.0,0.0,0.0,342.0
42,0.0,0.0,花咕朵幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0,13,0,1.0,0.0,0.0,0.0,167.0
43,0.0,0.0,索思威教育武城学前教育学院附属实验幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,4000,0.0,0,12,0,1.0,0.0,0.0,0.0,333.0
44,0.0,0.0,武城院附属实验幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,4000,0.0,0,12,0,1.0,0.0,0.0,0.0,333.0
45,0.0,0.0,武汉育仁（国际）幼儿园（国际店）,0.0,0.0,0.0,0.0,0.0,0.0,1104,0.0,0,106,0,1.0,0.0,0.0,0.0,92.0
46,0.0,0.0,观澜幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,3120,0.0,0,3,0,1.0,0.0,0.0,0.0,260.0
47,0.0,0.0,武汉经济技术开发区新华幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,6480,0.0,0,113,0,1.0,0.0,0.0,0.0,540.0
48,0.0,0.0,武汉艾乐国际幼儿园,0.0,0.0,0.0,0.0,0.0,0.0,2600,0.0,0,244,0,1.0,0.0,0.0,0.0,217.0
49,2007.0,2007.0,三角湖小学,5.0,2002.0,1058.0,5.0,0.0,5294.0,5294,0.8,service,219,"POLYGON Z ((114.15015344583567 30.510158665920546 0, 114.15024895234582 30.509989189041384 0, 114.15026828886688 30.509997353435754 0, 114.15030371184784 30.509934499419412 0, 114.15027357909534 30.509921818982953 0, 114.15031438576574 30.50984946998847 0, 114.15005736341202 30.50974088037199 0, 114.15001684648476 30.509812721326984 0, 114.15004900104044 30.509826385194412 0, 114.15003637198629 30.50984833038848 0, 114.15011514950761 30.509881611256333 0, 114.15009171283698 30.509923037736495 0, 114.15022122070626 30.509977547134852 0, 114.15018727738317 30.510039536761344 0, 114.14993030118708 30.5099299821826 0, 114.1498380422294 30.51009224327055 0, 114.15014127626367 30.510221513981993 0, 114.1501724135208 30.510166752949115 0, 114.15015344583567 30.510158665920546 0))",0.0,1.0,0.0,0.0,353.0
50,2008.0,2008.0,三角湖小学,5.0,2002.0,506.0,5.0,0.0,2532.0,2532,0.8,service,219,"POLYGON Z ((114.15046005813133 30.509751880968352 0, 114.15048211527291 30.509681553357698 0, 114.15049065431838 30.50968337987866 0, 114.15049724354682 30.509662300176128 0, 114.15048872399123 30.509660491348317 0, 114.15050724726558 30.50960143289728 0, 114.15049310856874 30.50959844213103 0, 114.15049706968301 30.509585698259443 0, 114.15044240456622 30.50957413822606 0, 114.15043844345209 30.509586882097732 0, 114.15042408447492 30.509583848303894 0, 114.15040561814719 30.509642727114862 0, 114.15022619445224 30.509604394187544 0, 114.15024132692186 30.509556558075953 0, 114.1501538942224 30.50953768703 0, 114.15013882347627 30.50958573968555 0, 114.15010980894665 30.509579540208474 0, 114.15008115327322 30.509670939670134 0, 114.15046005813133 30.509751880968352 0))",0.0,1.0,0.0,0.0,169.0
51,2009.0,2009.0,三角湖小学,5.0,2002.0,4180.0,3.0,0.0,12542.0,12542,0.8,service,219,"POLYGON Z ((114.15138064147379 30.51083051400713 0, 114.15142515515565 30.510752378239676 0, 114.15144575257082 30.510761178146396 0, 114.1515652233084 30.510551459750143 0, 114.15154451035949 30.510542517542124 0, 114.15158909915077 30.51046425396222 0, 114.15162170602945 30.51048027195379 0, 114.15164233987699 30.510443864907554 0, 114.15162730645349 30.510436924144614 0, 114.15170329130399 30.51030287741771 0, 114.15171857297948 30.5103093640888 0, 114.15173945507892 30.51027250295072 0, 114.15172417340345 30.510266016279626 0, 114.15173273201432 30.51025097623451 0, 114.15174730389829 30.510257110017097 0, 114.15177957732647 30.510199692244615 0, 114.15171702801246 30.5101733648846 0, 114.15170836426552 30.510188786116576 0, 114.15169944798319 30.510184997329453 0, 114.15171216842033 30.510162505674053 0, 114.15147274208249 30.510060287169008 0, 114.15153787872599 30.509945678346256 0, 114.1514349750734 30.50987474068973 0, 114.1513630245341 30.510006766637893 0, 114.15127071930289 30.509967358522946 0, 114.15126191767264 30.50996425379457 0, 114.15125437039323 30.50996486961461 0, 114.15124881912897 30.509966366016332 0, 114.15124547357436 30.509969280815092 0, 114.15124238361919 30.50997365352895 0, 114.15124155549258 30.50997800095335 0, 114.15124130435217 30.509983794256716 0, 114.15124333550519 30.50998928299115 0, 114.15124772028939 30.509994411647025 0, 114.15128491303061 30.510010286601297 0, 114.15125231492243 30.510067553949373 0, 114.1513110269934 30.510092562679368 0, 114.15119905529625 30.510288965344472 0, 114.15111092523449 30.510251476483518 0, 114.15110232390347 30.510248928807375 0, 114.15109489797085 30.51024899359214 0, 114.15108961161206 30.510250719788974 0, 114.15108672027529 30.510251663778202 0, 114.15108314299489 30.510254780550294 0, 114.15108102664068 30.510256624970978 0, 114.15107890204446 30.51026177115573 0, 114.15107961149761 30.5102638877181 0, 114.1510780670254 30.51026654307272 0, 114.15108357304177 30.510279434751588 0, 114.15112261895456 30.51029598429145 0, 114.151090473002 30.51035323715523 0, 114.15114911804127 30.510377894005316 0, 114.15113125085536 30.510408407483318 0, 114.151036469666 30.51036857621288 0, 114.15095753336749 30.51050916704682 0, 114.15099416250197 30.510524561976133 0, 114.15097972044849 30.51055031122723 0, 114.15093929822683 30.51053352460912 0, 114.15093420809964 30.51053319353289 0, 114.1509291305084 30.510534097190657 0, 114.15092445172033 30.510536161134805 0, 114.15092048622806 30.510539254074708 0, 114.15091754561786 30.510543146458115 0, 114.15091582078013 30.510547549795877 0, 114.15091544484919 30.510552153605516 0, 114.15091874726436 30.510560631221505 0, 114.15096157024577 30.510581134983767 0, 114.15092935033796 30.510637695001197 0, 114.15138064147379 30.51083051400713 0))",0.0,1.0,0.0,0.0,836.0
52,2010.0,2031.0,三角湖小学,5.0,2002.0,1464.0,4.0,0.0,5856.0,5856,0.8,service,219,"POLYGON Z ((114.15127052066806 30.510888760164917 0, 114.15084988504309 30.510710473792024 0, 114.15069989936495 30.510974170091245 0, 114.15112084768312 30.511152173720294 0, 114.15127052066806 30.510888760164917 0))",0.0,1.0,0.0,0.0,390.0
53,2119.0,2099.0,武汉开发区实验小学,5.0,2012.0,828.0,4.0,0.0,3312.0,3312,0.6,service,221,"POLYGON Z ((114.1531311400282 30.505071515608932 0, 114.15299777227102 30.505043296626805 0, 114.15295813926404 30.50519436914434 0, 114.1534613078395 30.505300850235802 0, 114.15348432207057 30.505213094991174 0, 114.15344794416244 30.50520539855998 0, 114.15346456287705 30.50514207094456 0, 114.1531311400282 30.505071515608932 0))",0.0,1.0,0.0,0.0,221.0
54,2120.0,2100.0,武汉开发区实验小学,5.0,2012.0,341.0,4.0,0.0,1366.0,1366,0.6,service,221,"POLYGON Z ((114.15319093365326 30.504843543666695 0, 114.15305756411244 30.50481531907442 0, 114.15299777227102 30.505043296626805 0, 114.1531311400282 30.505071515608932 0, 114.15319093365326 30.504843543666695 0))",0.0,1.0,0.0,0.0,91.0
55,2121.0,2101.0,武汉开发区实验小学,5.0,2012.0,1332.0,4.0,0.0,5328.0,5328,0.6,service,221,"POLYGON Z ((114.15305756411244 30.50481531907442 0, 114.15319093365326 30.504843543666695 0, 114.15360316830683 30.504930782844966 0, 114.15362593969812 30.50484393029012 0, 114.15318339669446 30.50475028111617 0, 114.15324319945576 30.50452230343612 0, 114.15368574251468 30.504615961918343 0, 114.15370851390605 30.504529109363588 0, 114.153165763123 30.504402795406552 0, 114.15312187041114 30.504570153308492 0, 114.15315823746079 30.50457786020977 0, 114.15313926187926 30.50465022319636 0, 114.15310288396499 30.504642525730926 0, 114.15305756411244 30.50481531907442 0))",0.0,1.0,0.0,0.0,355.0
56,2122.0,2104.0,武汉开发区实验小学,5.0,2012.0,693.0,5.0,0.0,3466.0,3466,0.6,service,221,"POLYGON Z ((114.15285223596366 30.504608115301192 0, 114.15246172302807 30.504525473607313 0, 114.15241547736798 30.504679446021168 0, 114.15282063552097 30.504765189184795 0, 114.15285223596366 30.504608115301192 0))",0.0,1.0,0.0,0.0,231.0
57,2123.0,2105.0,武汉开发区实验小学,5.0,2012.0,836.0,5.0,0.0,4181.0,4181,0.6,service,221,"POLYGON Z ((114.15270912213 30.50516793800774 0, 114.15276393572958 30.50495896310132 0, 114.1526972505231 30.504944855301623 0, 114.15268941787718 30.50497470814586 0, 114.15235220244483 30.50490334769817 0, 114.15230218101914 30.50508087313515 0, 114.15270912213 30.50516793800774 0))",0.0,1.0,0.0,0.0,279.0
58,2124.0,2106.0,武汉开发区实验小学,5.0,2012.0,275.0,5.0,0.0,1378.0,1378,0.6,service,221,"POLYGON Z ((114.15250906942721 30.505125604231544 0, 114.1523090157379 30.50508327150118 0, 114.15230213354894 30.50510950452147 0, 114.15229505599041 30.505108008845312 0, 114.15227061456335 30.505201190223136 0, 114.15247774581125 30.505245018629655 0, 114.15250906942721 30.505125604231544 0))",0.0,1.0,0.0,0.0,92.0
59,2640.0,2628.0,武汉市育才小学开发区分校,5.0,2012.0,934.0,2.0,0.0,1868.0,1868,0.6,service,50,"POLYGON Z ((114.17513778186306 30.516003679216567 0, 114.17506858442755 30.51583751328071 0, 114.1745893222194 30.51597062193681 0, 114.1746545149738 30.51613265458846 0, 114.17513778186306 30.516003679216567 0))",0.0,1.0,0.0,0.0,125.0
60,3341.0,3370.0,洪山小学,5.0,1972.0,1079.0,4.0,0.0,4316.0,4316,0.8,service,274,"POLYGON Z ((114.13153788158985 30.480787390543675 0, 114.13179862658984 30.480908794543645 0, 114.13199614558977 30.480591375543646 0, 114.13173541158977 30.480469971543677 0, 114.13153788158985 30.480787390543675 0))",0.0,1.0,0.0,0.0,288.0
61,3620.0,3668.0,新城小学,5.0,2009.0,504.0,2.0,0.0,1009.0,1009,0.6,service,281,"POLYGON Z ((114.14230744820193 30.492602010380306 0, 114.14260756820195 30.492649819380272 0, 114.14263540420203 30.492514169380268 0, 114.14241926220203 30.492479725380274 0, 114.14242474020196 30.492453079380294 0, 114.14230883220196 30.49243460038029 0, 114.14228820220197 30.492535107380302 0, 114.14232013220195 30.49254019338029 0, 114.14230744820193 30.492602010380306 0))",0.0,1.0,0.0,0.0,67.0
62,3624.0,3673.0,新城小学,5.0,2009.0,1502.0,6.0,0.0,9016.0,9016,0.6,service,281,"POLYGON Z ((114.142529701202 30.491872456380275 0, 114.142515360202 30.49194053538029 0, 114.14249905020202 30.491937872380316 0, 114.14249429320196 30.491964047380275 0, 114.14256370620197 30.491975338380296 0, 114.14251663020198 30.4921998113803 0, 114.14272124120194 30.492232769380262 0, 114.14271459720194 30.492266066380278 0, 114.14228183220192 30.492197831380263 0, 114.14226259820194 30.492293179380265 0, 114.14278392020199 30.492376081380296 0, 114.14281080020194 30.492246670380307 0, 114.14273482220202 30.492234872380305 0, 114.14277097020195 30.492046316380293 0, 114.142849678202 30.4920591673803 0, 114.142877059202 30.491929176380307 0, 114.142529701202 30.491872456380275 0))",0.0,1.0,0.0,0.0,601.0
