alt_id,hid,pid,inc,sex,age,job,ptype_code,household_id,parcel_id,dparcel_id,distance
109,23595,1,7377,1,4,2,6,23595.0,204.0,365,3.9054315893640137
43,76862,1,17235,1,3,2,6,76862.0,296.0,12,4.26829215410315
16,20675,1,12037,1,4,2,6,20675.0,3.0,281,6.258216226535074
72,75953,1,12029,1,2,2,6,75953.0,296.0,426,6.11870200287075
8,20634,1,11344,1,4,2,6,20634.0,201.0,275,7.293173304189067
74,15091,1,17462,1,2,4,6,15091.0,206.0,429,7.651750298098959
72,24235,1,6828,1,4,2,6,24235.0,15.0,426,6.11870200287075
72,17287,1,6691,1,3,4,6,17287.0,3.0,426,6.11870200287075
72,20038,1,3435,1,4,2,6,20038.0,336.0,426,6.11870200287075
15,10652,1,14505,1,3,2,6,10652.0,265.0,13,5.4903811826923965
0,21711,1,3217,1,4,2,6,21711.0,345.0,130,6.242501232113177
71,96200,1,11973,2,4,2,6,96200.0,304.0,426,3.6163373681955022
70,16400,1,12723,1,3,4,6,16400.0,333.0,426,5.064801593486904
70,14311,1,11198,1,2,4,6,14311.0,377.0,426,5.064801593486904
71,16493,1,16828,1,1,4,6,16493.0,279.0,426,3.6163373681955022
72,11053,1,15489,1,2,4,6,11053.0,304.0,426,6.11870200287075
102,24728,1,2737,1,4,2,6,24728.0,5.0,346,4.870425073206561
44,18701,1,10675,1,3,4,6,18701.0,276.0,12,7.530552417873839
75,96708,1,7693,2,4,2,6,96708.0,328.0,429,6.708273313071303
25,19684,1,13693,1,1,4,6,19684.0,296.0,345,4.742471696692911
28,19288,1,12264,1,1,4,6,19288.0,3.0,349,6.379216513349416
78,11518,1,14771,1,3,4,6,11518.0,352.0,244,7.027820426073218
70,17916,1,18005,1,3,4,6,17916.0,22.0,426,5.064801593486904
53,10406,1,18067,1,1,2,6,10406.0,19.0,221,6.954510536533835
40,14273,1,7085,1,3,4,6,14273.0,277.0,1,4.328956509331141
67,98931,1,12991,2,4,2,6,98931.0,206.0,426,5.5484147417611664
79,21617,1,3620,1,4,2,6,21617.0,360.0,218,3.391442270157094
17,13176,1,16314,1,2,4,6,13176.0,253.0,543,6.290855305776511
39,24337,1,11700,1,4,2,6,24337.0,352.0,202,4.152815057614677
24,18605,1,7586,1,1,4,6,18605.0,196.0,344,4.757987305511405
37,75144,1,17297,1,1,2,6,75144.0,18.0,327,5.604653655761101
108,24865,1,9505,1,4,2,6,24865.0,346.0,218,7.463575136918108
67,96169,1,8167,2,4,2,6,96169.0,188.0,426,5.5484147417611664
100,75951,1,16411,1,3,2,6,75951.0,192.0,48,8.283561299227761
72,12856,1,15988,1,1,4,6,12856.0,64.0,426,6.11870200287075
75,74908,1,16070,1,2,2,6,74908.0,340.0,429,6.708273313071303
17,75853,1,14462,1,1,2,6,75853.0,339.0,543,6.290855305776511
24,74704,1,12523,1,1,2,6,74704.0,193.0,344,4.757987305511405
70,96700,1,11309,2,4,2,6,96700.0,22.0,426,5.064801593486904
42,22976,1,10057,1,4,2,6,22976.0,331.0,13,3.7368012301433144
89,18440,1,15630,1,1,4,6,18440.0,30.0,218,5.180592083322197
40,96873,1,4969,2,4,2,6,96873.0,412.0,1,4.328956509331141
40,76610,1,20062,1,1,2,6,76610.0,296.0,1,4.328956509331141
47,12107,1,10229,1,1,4,6,12107.0,265.0,113,7.566684002828885
26,10726,1,14364,1,2,2,6,10726.0,201.0,345,7.046061964419048
34,21051,1,6385,1,4,2,6,21051.0,348.0,281,5.631246418657413
73,15235,1,15523,1,2,4,6,15235.0,9.0,426,6.280002970909728
74,75285,1,10899,1,1,2,6,75285.0,198.0,429,7.651750298098959
48,77264,1,17021,1,3,2,6,77264.0,190.0,244,4.075524871557769
25,19071,1,16364,1,2,4,6,19071.0,265.0,345,4.742471696692911
44,17248,1,12137,1,3,4,6,17248.0,265.0,12,7.530552417873839
46,12205,1,16504,1,2,4,6,12205.0,22.0,3,5.16058011541745
6,23384,1,7992,1,4,2,6,23384.0,19.0,284,5.5484147417611664
31,23949,1,5213,1,4,2,6,23949.0,19.0,278,6.1709274866762085
17,77247,1,18013,1,3,2,6,77247.0,333.0,543,6.290855305776511
59,74389,1,9284,1,3,2,6,74389.0,352.0,50,4.667154336590391
107,12803,1,17135,1,3,4,6,12803.0,371.0,244,4.582655565795766
84,19990,1,5387,1,4,2,6,19990.0,352.0,218,5.3631667620559895
86,96045,1,9876,2,4,2,6,96045.0,365.0,218,8.635132099409287
67,75474,1,13812,1,1,2,6,75474.0,205.0,426,5.5484147417611664
80,97451,1,7481,2,4,2,6,97451.0,265.0,219,5.925801750169954
82,77236,1,18730,1,2,2,6,77236.0,530.0,218,5.238502353661533
80,97203,1,5291,2,4,2,6,97203.0,17.0,219,5.925801750169954
41,17102,1,14888,1,1,4,6,17102.0,296.0,14,6.304682337013816
74,96319,1,9050,2,4,2,6,96319.0,204.0,429,7.651750298098959
43,97524,1,8174,2,4,2,6,97524.0,275.0,12,4.26829215410315
81,21224,1,5624,1,4,2,6,21224.0,349.0,218,4.878501466988923
67,76809,1,15878,1,3,2,6,76809.0,15.0,426,5.5484147417611664
30,23418,1,2678,1,4,2,6,23418.0,113.0,275,10.04853525692243
73,12430,1,16290,1,3,4,6,12430.0,339.0,426,6.280002970909728
17,23245,1,8014,1,4,2,6,23245.0,22.0,543,6.290855305776511
0,12533,1,15028,1,3,4,6,12533.0,22.0,130,6.242501232113177
78,13814,1,17395,1,1,4,6,13814.0,375.0,244,7.027820426073218
74,14207,1,9763,1,3,4,6,14207.0,202.0,429,7.651750298098959
25,14558,1,13772,1,3,4,6,14558.0,245.0,345,4.742471696692911
47,23178,1,5176,1,4,2,6,23178.0,276.0,113,7.566684002828885
17,20070,1,4012,1,4,2,6,20070.0,327.0,543,6.290855305776511
73,15772,1,15831,1,1,4,6,15772.0,22.0,426,6.280002970909728
68,75155,1,14584,1,2,2,6,75155.0,245.0,426,7.291602602570436
57,24939,1,5712,1,4,2,6,24939.0,274.0,221,5.866889553714632
14,77070,1,20267,1,2,2,6,77070.0,347.0,13,4.0998928274157125
35,74413,1,17005,1,3,2,6,74413.0,344.0,293,7.952082621412763
40,18612,1,15619,1,1,4,6,18612.0,278.0,1,4.328956509331141
68,24730,1,6922,1,4,2,6,24730.0,334.0,426,7.291602602570436
26,96136,1,10440,2,4,2,6,96136.0,205.0,345,7.046061964419048
81,18323,1,10575,1,2,4,6,18323.0,278.0,218,4.878501466988923
109,19036,1,17686,1,2,4,6,19036.0,337.0,365,3.9054315893640137
78,19551,1,12604,1,3,4,6,19551.0,358.0,244,7.027820426073218
90,13698,1,14469,1,3,4,6,13698.0,19.0,218,7.411593415974937
73,24380,1,7878,1,4,2,6,24380.0,302.0,426,6.280002970909728
74,23890,1,7761,1,4,2,6,23890.0,196.0,429,7.651750298098959
43,18083,1,10941,1,2,4,6,18083.0,354.0,12,4.26829215410315
68,12293,1,8912,1,1,4,6,12293.0,331.0,426,7.291602602570436
40,98656,1,3515,2,4,2,6,98656.0,352.0,1,4.328956509331141
68,96166,1,6382,2,4,2,6,96166.0,337.0,426,7.291602602570436
74,10537,1,17780,1,1,2,6,10537.0,297.0,429,7.651750298098959
67,75080,1,16919,1,3,2,6,75080.0,198.0,426,5.5484147417611664
0,10528,1,17998,1,2,2,6,10528.0,346.0,130,6.242501232113177
1,96452,1,4209,2,4,2,6,96452.0,352.0,130,4.62047501828937
86,17206,1,12767,1,3,4,6,17206.0,352.0,218,8.635132099409287
74,76460,1,21677,1,1,2,6,76460.0,327.0,429,7.651750298098959
67,11090,1,13163,1,2,4,6,11090.0,16.0,426,5.5484147417611664
67,74682,1,16909,1,2,2,6,74682.0,297.0,426,5.5484147417611664
22,76264,1,21782,1,2,2,6,76264.0,10.0,349,3.8149206613355893
107,21803,1,1594,1,4,2,6,21803.0,376.0,244,4.582655565795766
0,12755,1,10645,1,1,4,6,12755.0,189.0,130,6.242501232113177
67,95943,1,10370,2,4,2,6,95943.0,300.0,426,5.5484147417611664
69,17187,1,7748,1,1,4,6,17187.0,235.0,426,7.02109117048146
102,75619,1,13758,1,3,2,6,75619.0,196.0,346,4.870425073206561
70,14919,1,11251,1,1,4,6,14919.0,289.0,426,5.064801593486904
42,14161,1,14488,1,1,4,6,14161.0,278.0,13,3.7368012301433144
49,12193,1,13434,1,2,4,6,12193.0,276.0,219,4.925132038424911
75,17479,1,12740,1,2,4,6,17479.0,327.0,429,6.708273313071303
43,14284,1,12938,1,1,4,6,14284.0,346.0,12,4.26829215410315
72,97843,1,7908,2,4,2,6,97843.0,327.0,426,6.11870200287075
43,22374,1,5566,1,4,2,6,22374.0,352.0,12,4.26829215410315
88,16093,1,14306,1,3,4,6,16093.0,354.0,218,7.410044831884757
102,24261,1,4504,1,4,2,6,24261.0,22.0,346,4.870425073206561
15,77213,1,16180,1,2,2,6,77213.0,290.0,13,5.4903811826923965
22,24447,1,6854,1,4,2,6,24447.0,291.0,349,3.8149206613355893
70,13045,1,12478,1,1,4,6,13045.0,301.0,426,5.064801593486904
27,12000,1,11952,1,1,4,6,12000.0,5.0,353,8.066644171230395
32,14850,1,7682,1,1,4,6,14850.0,204.0,286,4.0770474772952605
66,13313,1,15589,1,3,4,6,13313.0,275.0,51,5.33254511999321
50,98533,1,10530,2,4,2,6,98533.0,543.0,219,3.9816853830049848
34,21860,1,9694,1,4,2,6,21860.0,204.0,281,5.631246418657413
34,77085,1,15172,1,2,2,6,77085.0,14.0,281,5.631246418657413
102,98498,1,8394,2,4,2,6,98498.0,253.0,346,4.870425073206561
75,98602,1,11266,2,4,2,6,98602.0,294.0,429,6.708273313071303
69,23993,1,6479,1,4,2,6,23993.0,7.0,426,7.02109117048146
24,25015,1,10256,1,4,2,6,25015.0,278.0,344,4.757987305511405
73,10644,1,13356,1,1,2,6,10644.0,339.0,426,6.280002970909728
82,75862,1,17124,1,2,2,6,75862.0,543.0,218,5.238502353661533
8,21607,1,6103,1,4,2,6,21607.0,30.0,275,7.293173304189067
48,96353,1,7321,2,4,2,6,96353.0,279.0,244,4.075524871557769
51,16045,1,12300,1,2,4,6,16045.0,23.0,219,3.02064308370492
24,24531,1,7126,1,4,2,6,24531.0,304.0,344,4.757987305511405
19,22111,1,4566,1,4,2,6,22111.0,9.0,378,5.397208439375051
52,20162,1,10544,1,4,2,6,20162.0,352.0,219,7.90815264466749
62,98099,1,9542,2,4,2,6,98099.0,349.0,281,6.644373123046119
89,76221,1,14569,1,3,2,6,76221.0,17.0,218,5.180592083322197
47,11456,1,14138,1,3,4,6,11456.0,349.0,113,7.566684002828885
77,25282,1,6084,1,4,2,6,25282.0,356.0,13,3.8149206613355893
19,15777,1,12398,1,1,4,6,15777.0,339.0,378,5.397208439375051
14,11266,1,14744,1,3,4,6,11266.0,276.0,13,4.0998928274157125
40,19591,1,12915,1,2,4,6,19591.0,328.0,1,4.328956509331141
79,98551,1,9184,2,4,2,6,98551.0,37.0,218,3.391442270157094
21,13743,1,14609,1,3,4,6,13743.0,302.0,412,7.400353243493386
37,75775,1,14027,1,1,2,6,75775.0,13.0,327,5.604653655761101
69,14306,1,15253,1,2,4,6,14306.0,339.0,426,7.02109117048146
68,13999,1,16256,1,3,4,6,13999.0,301.0,426,7.291602602570436
107,98810,1,9886,2,4,2,6,98810.0,352.0,244,4.582655565795766
42,10474,1,15290,1,1,2,6,10474.0,328.0,13,3.7368012301433144
14,75066,1,17751,1,2,2,6,75066.0,457.0,13,4.0998928274157125
44,24795,1,3443,1,4,2,6,24795.0,297.0,12,7.530552417873839
14,17020,1,12140,1,3,4,6,17020.0,294.0,13,4.0998928274157125
14,97749,1,12129,2,4,2,6,97749.0,288.0,13,4.0998928274157125
89,96047,1,1068,2,4,2,6,96047.0,167.0,218,5.180592083322197
78,74871,1,14541,1,3,2,6,74871.0,276.0,244,7.027820426073218
63,17066,1,11717,1,2,4,6,17066.0,12.0,308,4.221921895500725
68,15332,1,12904,1,3,4,6,15332.0,5.0,426,7.291602602570436
85,10810,1,16351,1,1,2,6,10810.0,9.0,218,2.895854434734065
30,16669,1,18490,1,1,4,6,16669.0,13.0,275,10.04853525692243
8,77419,1,14712,1,1,2,6,77419.0,4.0,275,7.293173304189067
22,76484,1,14205,1,2,2,6,76484.0,305.0,349,3.8149206613355893
25,25045,1,7439,1,4,2,6,25045.0,138.0,345,4.742471696692911
33,95871,1,13261,2,4,2,6,95871.0,13.0,280,1.5605485518360889
109,23933,1,4682,1,4,2,6,23933.0,291.0,365,3.9054315893640137
70,20510,1,2462,1,4,2,6,20510.0,253.0,426,5.064801593486904
44,23307,1,9104,1,4,2,6,23307.0,301.0,12,7.530552417873839
70,18364,1,11369,1,3,4,6,18364.0,301.0,426,5.064801593486904
96,15222,1,14528,1,1,4,6,15222.0,18.0,309,7.038270089733806
48,11556,1,13449,1,1,4,6,11556.0,346.0,244,4.075524871557769
44,11747,1,11430,1,3,4,6,11747.0,352.0,12,7.530552417873839
53,21752,1,7570,1,4,2,6,21752.0,457.0,221,6.954510536533835
87,19294,1,12193,1,3,4,6,19294.0,543.0,218,7.9388249740792585
21,10432,1,9453,1,1,2,6,10432.0,207.0,412,7.400353243493386
70,22164,1,7582,1,4,2,6,22164.0,6.0,426,5.064801593486904
94,20716,1,6260,1,4,2,6,20716.0,291.0,309,7.151784689861076
15,14897,1,12931,1,2,4,6,14897.0,279.0,13,5.4903811826923965
47,23970,1,6253,1,4,2,6,23970.0,290.0,113,7.566684002828885
29,13656,1,16687,1,1,4,6,13656.0,349.0,25,6.955421741543925
75,13427,1,17755,1,3,4,6,13427.0,9.0,429,6.708273313071303
85,13537,1,9087,1,1,4,6,13537.0,277.0,218,2.895854434734065
30,12605,1,14417,1,2,4,6,12605.0,3.0,275,10.04853525692243
46,20134,1,4700,1,4,2,6,20134.0,365.0,3,5.16058011541745
82,96308,1,10427,2,4,2,6,96308.0,403.0,218,5.238502353661533
8,98735,1,13028,2,4,2,6,98735.0,17.0,275,7.293173304189067
81,22997,1,5232,1,4,2,6,22997.0,290.0,218,4.878501466988923
109,74649,1,18337,1,2,2,6,74649.0,198.0,365,3.9054315893640137
71,15031,1,17472,1,3,4,6,15031.0,23.0,426,3.6163373681955022
37,98453,1,9406,2,4,2,6,98453.0,357.0,327,5.604653655761101
77,11772,1,20850,1,3,4,6,11772.0,371.0,13,3.8149206613355893
40,99227,1,10554,2,4,2,6,99227.0,371.0,1,4.328956509331141
42,98548,1,6371,2,4,2,6,98548.0,375.0,13,3.7368012301433144
90,96834,1,13165,2,4,2,6,96834.0,360.0,218,7.411593415974937
86,96520,1,11697,2,4,2,6,96520.0,36.0,218,8.635132099409287
48,75466,1,16382,1,3,2,6,75466.0,352.0,244,4.075524871557769
46,19204,1,12255,1,1,4,6,19204.0,287.0,3,5.16058011541745
70,13340,1,12933,1,2,4,6,13340.0,13.0,426,5.064801593486904
78,24860,1,6859,1,4,2,6,24860.0,304.0,244,7.027820426073218
24,99031,1,5968,2,4,2,6,99031.0,337.0,344,4.757987305511405
69,17463,1,12909,1,2,4,6,17463.0,198.0,426,7.02109117048146
49,77234,1,14718,1,1,2,6,77234.0,365.0,219,4.925132038424911
60,20473,1,11568,1,4,2,6,20473.0,334.0,274,1.0603034250993086
39,13288,1,10828,1,3,4,6,13288.0,352.0,202,4.152815057614677
69,22213,1,3857,1,4,2,6,22213.0,5.0,426,7.02109117048146
77,21371,1,8250,1,4,2,6,21371.0,331.0,13,3.8149206613355893
78,22037,1,12224,1,4,2,6,22037.0,349.0,244,7.027820426073218
37,18667,1,13507,1,1,4,6,18667.0,22.0,327,5.604653655761101
39,13556,1,17785,1,2,4,6,13556.0,345.0,202,4.152815057614677
107,74345,1,10519,1,1,2,6,74345.0,328.0,244,4.582655565795766
82,23406,1,9543,1,4,2,6,23406.0,19.0,218,5.238502353661533
75,24821,1,9711,1,4,2,6,24821.0,190.0,429,6.708273313071303
23,12715,1,13277,1,3,4,6,12715.0,290.0,20,6.639786902616769
90,76439,1,18963,1,1,2,6,76439.0,30.0,218,7.411593415974937
26,18581,1,13773,1,1,4,6,18581.0,12.0,345,7.046061964419048
88,17700,1,17069,1,1,4,6,17700.0,360.0,218,7.410044831884757
25,75984,1,24160,1,1,2,6,75984.0,299.0,345,4.742471696692911
109,20941,1,8765,1,4,2,6,20941.0,294.0,365,3.9054315893640137
74,97529,1,4716,2,4,2,6,97529.0,190.0,429,7.651750298098959
70,24658,1,8948,1,4,2,6,24658.0,5.0,426,5.064801593486904
83,13993,1,13319,1,3,4,6,13993.0,12.0,218,7.3154961467033415
72,24642,1,8101,1,4,2,6,24642.0,5.0,426,6.11870200287075
71,16804,1,8499,1,2,4,6,16804.0,113.0,426,3.6163373681955022
14,98155,1,2748,2,4,2,6,98155.0,297.0,13,4.0998928274157125
82,97985,1,10432,2,4,2,6,97985.0,346.0,218,5.238502353661533
25,24203,1,7780,1,4,2,6,24203.0,195.0,345,4.742471696692911
47,16137,1,13190,1,3,4,6,16137.0,296.0,113,7.566684002828885
75,18180,1,14448,1,3,4,6,18180.0,64.0,429,6.708273313071303
47,76894,1,14306,1,3,2,6,76894.0,341.0,113,7.566684002828885
43,17201,1,8911,1,1,4,6,17201.0,278.0,12,4.26829215410315
105,15946,1,10403,1,1,4,6,15946.0,300.0,2,3.7281832101657497
27,22330,1,13939,1,4,2,6,22330.0,22.0,353,8.066644171230395
1,99198,1,16237,2,4,2,6,99198.0,360.0,130,4.62047501828937
75,97270,1,10529,2,4,2,6,97270.0,196.0,429,6.708273313071303
10,96799,1,8307,2,4,2,6,96799.0,292.0,6,7.310853166422422
63,13348,1,13798,1,3,4,6,13348.0,197.0,308,4.221921895500725
109,12396,1,14656,1,2,4,6,12396.0,2.0,365,3.9054315893640137
75,75047,1,14362,1,3,2,6,75047.0,340.0,429,6.708273313071303
78,12623,1,12303,1,2,4,6,12623.0,346.0,244,7.027820426073218
87,96466,1,7359,2,4,2,6,96466.0,18.0,218,7.9388249740792585
22,74616,1,9775,1,3,2,6,74616.0,195.0,349,3.8149206613355893
69,15693,1,15592,1,3,4,6,15693.0,1.0,426,7.02109117048146
46,11968,1,16644,1,1,4,6,11968.0,346.0,3,5.16058011541745
78,96002,1,6401,2,4,2,6,96002.0,278.0,244,7.027820426073218
11,15594,1,11541,1,1,4,6,15594.0,346.0,6,5.4903811826923965
53,12232,1,12524,1,1,4,6,12232.0,348.0,221,6.954510536533835
108,23640,1,10793,1,4,2,6,23640.0,457.0,218,7.463575136918108
74,13384,1,9911,1,2,4,6,13384.0,337.0,429,7.651750298098959
90,17471,1,17363,1,3,4,6,17471.0,347.0,218,7.411593415974937
53,18178,1,10794,1,2,4,6,18178.0,351.0,221,6.954510536533835
0,21881,1,10668,1,4,2,6,21881.0,543.0,130,6.242501232113177
47,13010,1,17537,1,3,4,6,13010.0,290.0,113,7.566684002828885
109,23087,1,815,1,4,2,6,23087.0,188.0,365,3.9054315893640137
67,20647,1,5530,1,4,2,6,20647.0,198.0,426,5.5484147417611664
27,97987,1,8671,2,4,2,6,97987.0,204.0,353,8.066644171230395
78,15859,1,10537,1,1,4,6,15859.0,360.0,244,7.027820426073218
22,21592,1,6928,1,4,2,6,21592.0,201.0,349,3.8149206613355893
67,99196,1,2681,2,4,2,6,99196.0,3.0,426,5.5484147417611664
74,15642,1,8358,1,2,4,6,15642.0,342.0,429,7.651750298098959
24,75803,1,16253,1,3,2,6,75803.0,331.0,344,4.757987305511405
77,19674,1,8335,1,1,4,6,19674.0,276.0,13,3.8149206613355893
37,25162,1,8504,1,4,2,6,25162.0,292.0,327,5.604653655761101
68,97478,1,9118,2,4,2,6,97478.0,5.0,426,7.291602602570436
27,15601,1,14740,1,2,4,6,15601.0,276.0,353,8.066644171230395
34,21721,1,5636,1,4,2,6,21721.0,11.0,281,5.631246418657413
87,23251,1,9209,1,4,2,6,23251.0,253.0,218,7.9388249740792585
25,22077,1,9301,1,4,2,6,22077.0,305.0,345,4.742471696692911
41,96547,1,13104,2,4,2,6,96547.0,190.0,14,6.304682337013816
72,75017,1,20588,1,3,2,6,75017.0,205.0,426,6.11870200287075
30,98388,1,12519,2,4,2,6,98388.0,10.0,275,10.04853525692243
109,21307,1,8419,1,4,2,6,21307.0,304.0,365,3.9054315893640137
78,16260,1,13600,1,2,4,6,16260.0,344.0,244,7.027820426073218
65,76250,1,11755,1,1,2,6,76250.0,30.0,25,6.9215953885533334
37,21921,1,7333,1,4,2,6,21921.0,113.0,327,5.604653655761101
107,75104,1,18539,1,3,2,6,75104.0,360.0,244,4.582655565795766
96,12336,1,15763,1,2,4,6,12336.0,352.0,309,7.038270089733806
25,13725,1,16966,1,2,4,6,13725.0,12.0,345,4.742471696692911
67,75660,1,19866,1,1,2,6,75660.0,257.0,426,5.5484147417611664
44,75901,1,18587,1,2,2,6,75901.0,275.0,12,7.530552417873839
27,19104,1,12814,1,3,4,6,19104.0,305.0,353,8.066644171230395
108,17416,1,16291,1,3,4,6,17416.0,352.0,218,7.463575136918108
24,17012,1,21952,1,1,4,6,17012.0,193.0,344,4.757987305511405
15,18789,1,11871,1,2,4,6,18789.0,2.0,13,5.4903811826923965
14,12801,1,6398,1,1,4,6,12801.0,189.0,13,4.0998928274157125
17,15588,1,9013,1,2,4,6,15588.0,88.0,543,6.290855305776511
17,24616,1,4371,1,4,2,6,24616.0,5.0,543,6.290855305776511
39,10629,1,17135,1,1,2,6,10629.0,349.0,202,4.152815057614677
40,98014,1,11161,2,4,2,6,98014.0,349.0,1,4.328956509331141
71,24472,1,9137,1,4,2,6,24472.0,206.0,426,3.6163373681955022
60,18971,1,10220,1,1,4,6,18971.0,206.0,274,1.0603034250993086
108,97585,1,12709,2,4,2,6,97585.0,16.0,218,7.463575136918108
42,95890,1,12014,2,4,2,6,95890.0,290.0,13,3.7368012301433144
27,13977,1,12923,1,1,4,6,13977.0,341.0,353,8.066644171230395
42,12420,1,10761,1,2,4,6,12420.0,279.0,13,3.7368012301433144
24,18984,1,12998,1,1,4,6,18984.0,204.0,344,4.757987305511405
94,18501,1,12921,1,2,4,6,18501.0,189.0,309,7.151784689861076
28,98935,1,6998,2,4,2,6,98935.0,100.0,349,6.379216513349416
1,98679,1,6345,2,4,2,6,98679.0,343.0,130,4.62047501828937
46,24677,1,4064,1,4,2,6,24677.0,190.0,3,5.16058011541745
60,98665,1,5371,2,4,2,6,98665.0,3.0,274,1.0603034250993086
93,22316,1,7083,1,4,2,6,22316.0,346.0,309,6.358786757408574
69,75243,1,18608,1,1,2,6,75243.0,204.0,426,7.02109117048146
103,18292,1,13322,1,2,4,6,18292.0,333.0,21,4.82262045152952
77,24097,1,4874,1,4,2,6,24097.0,346.0,13,3.8149206613355893
48,12667,1,17344,1,3,4,6,12667.0,371.0,244,4.075524871557769
81,24832,1,4760,1,4,2,6,24832.0,198.0,218,4.878501466988923
60,25059,1,13506,1,4,2,6,25059.0,14.0,274,1.0603034250993086
68,17177,1,13707,1,2,4,6,17177.0,9.0,426,7.291602602570436
46,10868,1,14384,1,3,2,6,10868.0,377.0,3,5.16058011541745
37,97373,1,8161,2,4,2,6,97373.0,365.0,327,5.604653655761101
25,75655,1,20562,1,3,2,6,75655.0,80.0,345,4.742471696692911
86,18752,1,13804,1,2,4,6,18752.0,543.0,218,8.635132099409287
46,97082,1,11959,2,4,2,6,97082.0,279.0,3,5.16058011541745
40,97344,1,14347,2,4,2,6,97344.0,276.0,1,4.328956509331141
50,15202,1,10659,1,3,4,6,15202.0,16.0,219,3.9816853830049848
63,23360,1,5830,1,4,2,6,23360.0,9.0,308,4.221921895500725
72,23146,1,10558,1,4,2,6,23146.0,24.0,426,6.11870200287075
47,13524,1,11293,1,1,4,6,13524.0,24.0,113,7.566684002828885
43,75002,1,12240,1,3,2,6,75002.0,290.0,12,4.26829215410315
71,10893,1,15808,1,2,2,6,10893.0,190.0,426,3.6163373681955022
74,97777,1,14487,2,4,2,6,97777.0,204.0,429,7.651750298098959
75,16733,1,13571,1,1,4,6,16733.0,339.0,429,6.708273313071303
8,21699,1,7809,1,4,2,6,21699.0,373.0,275,7.293173304189067
19,14962,1,12038,1,1,4,6,14962.0,18.0,378,5.397208439375051
46,21977,1,5794,1,4,2,6,21977.0,275.0,3,5.16058011541745
43,24438,1,9532,1,4,2,6,24438.0,293.0,12,4.26829215410315
109,23368,1,6809,1,4,2,6,23368.0,201.0,365,3.9054315893640137
22,11391,1,17028,1,3,4,6,11391.0,265.0,349,3.8149206613355893
22,99151,1,7710,2,4,2,6,99151.0,265.0,349,3.8149206613355893
41,11291,1,15956,1,1,4,6,11291.0,297.0,14,6.304682337013816
89,97276,1,9277,2,4,2,6,97276.0,13.0,218,5.180592083322197
17,75451,1,13713,1,2,2,6,75451.0,167.0,543,6.290855305776511
8,77248,1,14403,1,1,2,6,77248.0,191.0,275,7.293173304189067
37,75552,1,14936,1,3,2,6,75552.0,4.0,327,5.604653655761101
46,20304,1,7875,1,4,2,6,20304.0,279.0,3,5.16058011541745
38,98383,1,10407,2,4,2,6,98383.0,346.0,194,3.8149206613355893
84,15622,1,14071,1,2,4,6,15622.0,543.0,218,5.3631667620559895
47,13057,1,7736,1,1,4,6,13057.0,296.0,113,7.566684002828885
72,21299,1,3351,1,4,2,6,21299.0,195.0,426,6.11870200287075
24,75408,1,20524,1,1,2,6,75408.0,201.0,344,4.757987305511405
39,14262,1,13390,1,2,4,6,14262.0,236.0,202,4.152815057614677
71,10606,1,18284,1,1,2,6,10606.0,297.0,426,3.6163373681955022
82,11666,1,12888,1,3,4,6,11666.0,365.0,218,5.238502353661533
48,98956,1,14100,2,4,2,6,98956.0,346.0,244,4.075524871557769
107,76488,1,13550,1,2,2,6,76488.0,276.0,244,4.582655565795766
69,15906,1,8505,1,3,4,6,15906.0,197.0,426,7.02109117048146
85,76893,1,12458,1,1,2,6,76893.0,88.0,218,2.895854434734065
48,15565,1,14869,1,1,4,6,15565.0,279.0,244,4.075524871557769
48,16713,1,18293,1,3,4,6,16713.0,543.0,244,4.075524871557769
25,22702,1,7453,1,4,2,6,22702.0,339.0,345,4.742471696692911
60,22892,1,1882,1,4,2,6,22892.0,12.0,274,1.0603034250993086
24,19594,1,14826,1,1,4,6,19594.0,204.0,344,4.757987305511405
45,23188,1,8650,1,4,2,6,23188.0,205.0,106,4.2421640056049075
47,23401,1,10064,1,4,2,6,23401.0,344.0,113,7.566684002828885
11,97902,1,12873,2,4,2,6,97902.0,294.0,6,5.4903811826923965
70,14475,1,11093,1,3,4,6,14475.0,339.0,426,5.064801593486904
79,74348,1,17537,1,3,2,6,74348.0,345.0,218,3.391442270157094
37,20031,1,5795,1,4,2,6,20031.0,346.0,327,5.604653655761101
96,16790,1,14106,1,2,4,6,16790.0,7.0,309,7.038270089733806
63,24524,1,6147,1,4,2,6,24524.0,352.0,308,4.221921895500725
77,75534,1,8848,1,1,2,6,75534.0,345.0,13,3.8149206613355893
39,16278,1,13660,1,2,4,6,16278.0,348.0,202,4.152815057614677
78,98574,1,10224,2,4,2,6,98574.0,331.0,244,7.027820426073218
22,11288,1,18152,1,1,4,6,11288.0,333.0,349,3.8149206613355893
98,16126,1,13410,1,2,4,6,16126.0,339.0,309,6.851851365391198
86,76171,1,15257,1,1,2,6,76171.0,19.0,218,8.635132099409287
71,12282,1,9730,1,3,4,6,12282.0,3.0,426,3.6163373681955022
9,75390,1,19274,1,1,2,6,75390.0,8.0,9,3.7382919502735126
74,19306,1,14992,1,1,4,6,19306.0,253.0,429,7.651750298098959
40,11383,1,12797,1,2,4,6,11383.0,265.0,1,4.328956509331141
78,18963,1,17097,1,3,4,6,18963.0,357.0,244,7.027820426073218
36,12569,1,13237,1,1,4,6,12569.0,25.0,204,8.512130837790325
